village,year,month,depth_meters
Karanji,2015,8,7.3
Karanji,2015,8,6.0
Khatara,2015,8,0.7
Mohada,2015,8,6.0
Mukutban,2015,8,22.4
Pahapal,2015,8,4.1
Pandharkawada,2015,8,0.3
Pandharkawada,2015,8,3.7
Rampur,2015,8,5.8
Satpali,2015,8,4.0
Saykheda,2015,8,5.9
Dhanoda,2015,8,9.1
Khadka,2015,8,3.3
Mahagaon,2015,8,11.3
Phul Sawangi,2015,8,8.1
Buranda,2015,8,1.0
Mardi,2015,8,3.8
Maregaon,2015,8,8.0
Dhanaj (Manekwada),2015,8,3.4
Dhanaj (Manekwada),2015,8,2.5
Jamwadi,2015,8,2.2
Ladkhed,2015,8,2.3
Mandeo,2015,8,1.1
Mohgaon Kasba,2015,8,3.6
Mojhar,2015,8,1.6
Mojhar,2015,8,4.5
Ner,2015,8,1.2
Umarda (Nursary),2015,8,3.7
Ghatwadi,2015,8,3.7
Harsi,2015,8,4.1
Marwadi Khurd,2015,8,1.9
Pusad,2015,8,3.1
Ralegaon,2015,8,3.1
Wadhona,2015,8,2.5
Wadki,2015,8,10.4
Zadgaon,2015,8,3.7
Palsa,2015,8,5.8
Umarkhed,2015,8,5.8
Bhadewada,2015,8,1.0
Punwat,2015,8,3.4
Wani,2015,8,7.8
Akolabazar,2015,8,4.8
Akolabazar,2015,8,5.2
Bhari,2015,8,2.5
Kolambi,2015,8,3.9
Madkona,2015,8,7.8
Mangrule,2015,8,3.2
Talegaon,2015,8,0.6
Wadgaon,2015,8,1.7
Yavatmal,2015,8,1.7
Yelbara,2015,8,4.4
Akole,2014,8,4.0
Rajur,2014,8,0.0
Jamkhed,2014,8,6.2
Bhitkewadi,2014,8,3.1
Kolwadi,2014,8,4.8
Mirajgaon,2014,8,16.6
Pategaon,2014,8,3.8
Rassin,2014,8,8.5
Walvad,2014,8,8.5
Kolpewadi,2014,8,0.2
Kopargaon,2014,8,18.2
Rahata,2014,8,12.6
Chas,2014,8,5.2
Chichondi Patil,2014,8,15.3
Dahigaon,2014,8,3.7
Dahigaon,2014,8,3.4
Jakhangaon,2014,8,14.7
Jeur,2014,8,2.9
Khosepuri,2014,8,2.1
Takle-Kazi,2014,8,7.8
Ghodegaon,2014,8,1.5
Kokona,2014,8,8.4
Shirasgaon,2014,8,4.5
Sonai,2014,8,1.2
Parner,2014,8,7.3
Supe,2014,8,1.5
Takli-Dhogeswar,2014,8,9.3
Devlali,2014,8,4.6
Aklapur,2014,8,5.2
Ambi Khalsa,2014,8,5.4
Ambikhalsa,2014,8,12.6
Belhale,2014,8,9.7
Bota,2014,8,6.0
Bote,2014,8,3.2
Chandanapuri,2014,8,22.0
Chanegaon,2014,8,10.2
Chilncholigurav,2014,8,11.8
Chinchpur,2014,8,3.5
Choudharwadi,2014,8,3.2
Deogaon,2014,8,10.1
Derewadi,2014,8,4.8
Hankewadi,2014,8,8.0
Jevele,2014,8,2.8
Jorwe,2014,8,7.2
Karha,2014,8,2.0
Kasare,2014,8,7.8
Kautha Kh,2014,8,7.0
Kautha Malkapur,2014,8,2.0
Kauthe Kamaleshwar,2014,8,4.5
Kokangaon,2014,8,4.5
Mahaswandi,2014,8,1.3
Malegaon,2014,8,1.0
Malunje,2014,8,6.5
Malwadi,2014,8,6.3
Mamekhelwadi,2014,8,5.0
Mangalapur,2014,8,3.5
Mirpur Lohare,2014,8,19.3
Modalwadi,2014,8,4.2
Nandur Khandarmal,2014,8,3.0
Nannaj,2014,8,1.5
Nimgaon Bk,2014,8,14.2
Nimon,2014,8,2.6
Ojhar,2014,8,1.7
Panodi,2014,8,2.3
Paregaon Bz,2014,8,10.3
Pimpalgaon Depa,2014,8,1.6
Pokhari Baleswar,2014,8,3.0
Pratappur,2014,8,2.2
Rajapur,2014,8,3.1
Sadatpur,2014,8,5.1
Samnapur,2014,8,5.5
Sangamner,2014,8,13.0
Sangamner,2014,8,10.0
Sangamner Court,2014,8,8.8
Sarole Pathar,2014,8,2.8
Savarchol,2014,8,3.2
Saykhindi Village,2014,8,11.8
Shirapur,2014,8,11.2
Sugar Factory,2014,8,0.5
Talegaon,2014,8,2.2
Tambhol,2014,8,10.2
Tangadi,2014,8,3.0
Umbari,2014,8,11.6
Wadgaon Landga,2014,8,1.5
Waghjhari Kh.,2014,8,1.5
Warudi Pathar,2014,8,1.5
Warwandi,2014,8,0.6
Ghotan,2014,8,6.2
Rakshi,2014,8,6.9
Banpimpri,2014,8,5.5
Belvandi (Bk),2014,8,7.0
Chikhale,2014,8,9.3
Ghogargaon,2014,8,2.9
Shrigonda,2014,8,10.9
Vadegaon Madhe,2014,8,6.1
Babhuleshwar,2014,8,6.4
Rajuri,2014,8,4.3
Shrirampur,2014,8,1.5
Borgaon Manju,2014,8,1.7
Kurankhed,2014,8,6.8
Akot,2014,8,17.1
Dhaga Phata,2014,8,27.0
Patsul,2014,8,4.5
Popetkheda,2014,8,8.1
Raundala,2014,8,10.8
Babulkhed,2014,8,20.0
Kanheri Gawali,2014,8,3.8
Ural,2014,8,7.1
Ural (Bk),2014,8,4.3
Wadegaon,2014,8,14.2
Wyala,2014,8,11.6
Barshitakli,2014,8,14.1
Barshitakli,2014,8,4.4
Donad,2014,8,10.0
Hatola,2014,8,6.0
Kanheri (Sarap),2014,8,4.6
Mahan,2014,8,9.4
Pinjar,2014,8,4.2
Malkapur,2014,8,17.9
Murtijapur,2014,8,1.2
Murtizapur,2014,8,4.3
Rasulpur,2014,8,17.2
Alegaon,2014,8,3.8
Ambashi,2014,8,4.1
Chani,2014,8,6.1
Chikhalwal (Navegaon),2014,8,6.7
Patur,2014,8,3.6
Telhara,2014,8,20.0
Kharapi,2014,8,7.4
Pathrot,2014,8,28.2
Amravati,2014,8,8.0
Amravati,2014,8,2.0
Amravati,2014,8,1.7
Amravati,2014,8,2.0
Amravati,2014,8,1.8
Badnera,2014,8,4.3
Nandgaon,2014,8,3.8
Pohra,2014,8,2.0
Walgaon,2014,8,4.8
Murha Buzurg,2014,8,17.0
Nimbhari,2014,8,2.4
Sategaon,2014,8,29.4
Ashti,2014,8,4.1
Kholapur,2014,8,15.1
Brahmanwada,2014,8,14.0
Chandur Bazar,2014,8,24.7
Dilalpur,2014,8,21.7
Karajgaon,2014,8,29.0
Nagarwadi,2014,8,7.1
Paratwada,2014,8,5.0
Sirasgaon (Kasba),2014,8,11.4
Vani,2014,8,10.0
Wishroli,2014,8,9.0
Belteki,2014,8,7.7
Chandur Railway,2014,8,3.0
Devgaon,2014,8,1.9
Dhamangaon (Rly),2014,8,2.5
Manjarkhed Kasba,2014,8,6.5
Shendurjana Khurd,2014,8,2.4
Arao,2014,8,1.1
Barukheda,2014,8,0.4
Behali,2014,8,3.3
Chunkhedi,2014,8,1.8
Dargarh,2014,8,2.4
Khadkali,2014,8,0.5
Kolkaz,2014,8,5.8
Silona,2014,8,3.6
Wadgaon (Fattepur),2014,8,5.3
Babuadi Banosa,2014,8,12.4
Borade,2014,8,5.0
Samda Kasmpur,2014,8,2.8
Wadner Gangai,2014,8,6.1
Yewada,2014,8,7.0
Bhokarbardi,2014,8,3.7
Dhulghat Road,2014,8,10.7
Harisal,2014,8,5.4
Jutpani,2014,8,2.5
Kalamkhar,2014,8,1.7
Lawada,2014,8,1.7
Ambara,2014,8,2.2
Ashtagaon,2014,8,3.0
Bhaipur,2014,8,6.3
Chicholi,2014,8,7.2
Dapori,2014,8,9.1
Hiwarkheda,2014,8,9.3
Khanapur-Vita,2014,8,2.7
Khanapur-Vita,2014,8,3.4
Kher,2014,8,3.8
Moorshin,2014,8,1.8
Morshi,2014,8,1.8
Morshi,2014,8,6.0
Pala,2014,8,9.2
Pardi,2014,8,2.3
Pimpri,2014,8,1.3
Pimpri,2014,8,2.8
Rithpur,2014,8,3.5
Saiwada,2014,8,6.0
Sawarkheda,2014,8,4.5
Talni,2014,8,4.0
Taroda,2014,8,9.8
Umarkhed,2014,8,8.0
Uthkhed,2014,8,12.1
Yavali,2014,8,3.7
Bellora,2014,8,3.7
Belora,2014,8,9.0
Mahuli,2014,8,4.8
Nandgaon Khandeshwar,2014,8,3.8
Shivni,2014,8,3.2
Anjansingi,2014,8,2.0
Kurha,2014,8,5.0
Mozari,2014,8,10.4
Tiwsa,2014,8,2.0
Warha,2014,8,2.8
Amner,2014,8,15.4
Bennoda,2014,8,5.0
Chandas,2014,8,10.5
Dhanodi,2014,8,6.3
Gadegaon,2014,8,15.6
Hatorna,2014,8,8.5
Jamgaon (Via Khadka),2014,8,5.3
Jarud,2014,8,12.9
Karajgaon,2014,8,2.5
Loni,2014,8,17.0
Loni,2014,8,13.5
Mamdapur,2014,8,2.6
Temburkheda,2014,8,2.0
Warud,2014,8,4.9
Ambajogai,2014,8,4.0
Dharmapuri,2014,8,2.9
Kanerwadi,2014,8,11.4
Parli,2014,8,0.2
Talni,2014,8,2.1
Waguli,2014,8,18.7
Ashti,2014,8,8.1
Dhanora,2014,8,10.6
Doithana,2014,8,6.1
Khadkhat,2014,8,12.9
Kinhi,2014,8,1.7
Sheri Bu,2014,8,11.9
Waghluj,2014,8,13.0
Chousala,2014,8,3.4
Jirewadi,2014,8,9.5
Manjar Sumbha,2014,8,3.5
Mauj,2014,8,3.7
Pali,2014,8,5.5
Bhend Takli,2014,8,1.5
Georai,2014,8,5.7
Kolegaon,2014,8,6.7
Tintarvani,2014,8,2.6
Umapur,2014,8,3.5
Dharur,2014,8,7.1
Kumbhephal,2014,8,7.1
Nandur Phata,2014,8,12.6
Wadwani,2014,8,2.4
Manjalgaon,2014,8,8.6
Patrud,2014,8,10.2
Sirsala,2014,8,9.0
Telgaon,2014,8,9.0
Anandgaon,2014,8,1.2
Daskhed,2014,8,7.9
Manur,2014,8,23.3
Patoda,2014,8,1.7
Pithi,2014,8,2.8
Ambadi,2014,8,0.6
Bhandara,2014,8,3.6
Daodipar Khapa,2014,8,0.5
Dhargaon,2014,8,4.8
Kharbi,2014,8,7.4
Pagora,2014,8,2.3
Palari,2014,8,1.0
Shrinagar,2014,8,4.9
Lakhandur,2014,8,1.7
Lakhandur,2014,8,1.6
Madgi,2014,8,2.3
Palandur,2014,8,2.8
Dahegaon,2014,8,4.8
Dahegaon,2014,8,5.3
Jamb,2014,8,3.3
Koka (Kokha),2014,8,2.1
Tumsar Khapa,2014,8,1.6
Usarra,2014,8,2.2
Varti,2014,8,1.2
Warthi,2014,8,1.4
Adyal,2014,8,2.0
Ajgaon,2014,8,19.1
Konda Kosara,2014,8,5.6
Nilaj,2014,8,6.3
Pauni,2014,8,2.2
Ekodi,2014,8,0.5
Jamnapur,2014,8,0.9
Pitjhari,2014,8,1.4
Sakoli,2014,8,0.0
Chicholi,2014,8,1.7
Sihora,2014,8,0.8
Dhad,2014,8,4.4
Hatedi,2014,8,1.7
Padali,2014,8,1.9
Amdapur,2014,8,2.9
Chikhli,2014,8,4.4
Dongaar Sheoli,2014,8,3.5
Dongar Khandala,2014,8,1.4
Karwand,2014,8,1.6
Kelwad,2014,8,1.8
Undri,2014,8,1.9
Deolgaon Mahi,2014,8,1.5
Deolgaon Raja,2014,8,4.2
Mera Khurd,2014,8,7.8
Sindkhed Raja,2014,8,1.4
Jalgaonjamodnew,2014,8,12.6
Jamod,2014,8,10.7
Khandvi,2014,8,14.0
Sungaon,2014,8,10.5
Atali,2014,8,2.4
Garadgaon,2014,8,0.0
Godhnapur,2014,8,3.1
Khamgaon,2014,8,2.2
Nandri,2014,8,8.1
Pimpalgaon Raja,2014,8,13.2
Sultanpur,2014,8,1.1
Wadgaon Tejan,2014,8,1.9
Datala,2014,8,12.6
Deolgaon (Sakarsha),2014,8,4.1
Dongaon,2014,8,3.2
Laohala,2014,8,0.6
Mehkar,2014,8,9.2
Naygaon,2014,8,2.3
Warwand,2014,8,1.5
Dhamangaon,2014,8,2.1
Dhamangaon Badhe,2014,8,2.7
Dindola Bk,2014,8,6.1
Hanuvanthked,2014,8,2.7
Kabarkhed,2014,8,0.9
Khadki,2014,8,1.9
Kinhala,2014,8,2.0
Kolhi Gavli,2014,8,5.3
Motala,2014,8,1.8
Motala,2014,8,3.5
Nalkhund,2014,8,3.7
Pimpalgaon Devi,2014,8,3.7
Pimpalgaon Devi,2014,8,2.4
Rohinkhed,2014,8,4.6
Sarola Pir,2014,8,2.2
Sindkhed,2014,8,1.8
Sirwa,2014,8,1.0
Ubalkhed,2014,8,7.4
Warud,2014,8,5.9
Dighi,2014,8,16.4
Tarvadi,2014,8,0.6
Paturda,2014,8,5.4
Warwat Bakhal,2014,8,17.0
Jalamb,2014,8,6.1
Kolori,2014,8,3.3
Shegaon,2014,8,3.7
Kingaon Raja,2014,8,2.2
Savkhed Tejan,2014,8,5.0
Chora,2014,8,1.8
Mahurli,2014,8,3.5
Mangli,2014,8,9.7
Musad Visapur,2014,8,10.0
Shergaon Khurd,2014,8,4.4
Brahmapuri,2014,8,2.2
Mendki,2014,8,4.7
Tumdi Menda,2014,8,2.4
Agarjhari,2014,8,11.4
Ballarsha,2014,8,6.6
Chandrapur,2014,8,6.2
Chichpalli,2014,8,7.3
Kothari,2014,8,9.2
Morwa,2014,8,8.0
Nandegur,2014,8,7.5
Tadali,2014,8,3.7
Chimur,2014,8,3.3
Jambhulghat,2014,8,3.2
Kawadsi,2014,8,6.3
Shankarpur,2014,8,4.0
Aksapur,2014,8,9.1
Bhimni,2014,8,4.8
Dabha,2014,8,2.6
Gondpimpri,2014,8,9.8
Navegaon,2014,8,5.7
Navegaon More,2014,8,5.7
Mul,2014,8,5.8
Rajoli Tukkum,2014,8,2.3
Saoli,2014,8,2.1
Sawali,2014,8,2.9
Wihar Khurd,2014,8,3.0
Balapur (Bk),2014,8,1.8
Mohadi Mokasa,2014,8,2.9
Nagbhid,2014,8,3.0
Nagbhid,2014,8,3.9
Sawargaon,2014,8,9.4
Gadchandur,2014,8,9.4
Kalmana,2014,8,7.2
Rajura,2014,8,5.9
Sondo,2014,8,5.9
Wansadi,2014,8,4.1
Warur Road,2014,8,4.6
Wirur,2014,8,6.5
Alesur,2014,8,6.0
Niphandra,2014,8,2.3
Sindewahi,2014,8,1.4
Barwha,2014,8,2.7
Chargaon,2014,8,4.7
Chargaon,2014,8,6.3
Madheri,2014,8,4.6
Rampur,2014,8,2.8
Salori,2014,8,5.4
Wahangaon,2014,8,7.2
Warora,2014,8,3.7
Aurangabad,2014,8,10.7
Aurangabad,2014,8,8.3
Chauka,2014,8,5.4
Patri,2014,8,3.8
Shendra,2014,8,15.7
Gangapur,2014,8,2.8
Devgaon,2014,8,4.4
Pishore,2014,8,1.1
Hasta,2014,8,4.6
Kannad,2014,8,6.0
Kinnal,2014,8,3.8
Khultabad,2014,8,6.0
Tanda,2014,8,7.2
Dawarwadi,2014,8,14.9
Paithan,2014,8,16.0
Taherpur,2014,8,8.0
Ajanta,2014,8,1.5
Bazar,2014,8,3.8
Garaj,2014,8,2.8
Rotegaon,2014,8,11.8
Tunki,2014,8,9.6
Vaijapur,2014,8,11.9
Washi,2014,8,5.0
Massa (Khurd),2014,8,4.4
Lohara Buzurg,2014,8,3.2
Turori,2014,8,5.0
Dhoki,2014,8,10.6
Dhorala,2014,8,4.3
Kajla,2014,8,12.0
Khanapur-Vita,2014,8,1.8
Osmanabad,2014,8,8.2
Sancha,2014,8,7.4
Takiwiki,2014,8,8.2
Vadgaon Siddheswar,2014,8,3.1
Yedshi,2014,8,9.5
Anala,2014,8,9.4
Kukadgaon,2014,8,4.0
Paranda,2014,8,10.9
Pimpalwandi,2014,8,3.9
Sonari,2014,8,3.3
Gandora,2014,8,12.5
Ajnale,2014,8,0.6
Avdhan,2014,8,4.1
Borkund,2014,8,2.2
Dhule,2014,8,7.1
Kherde,2014,8,10.1
Kusumba,2014,8,9.1
Laling,2014,8,5.2
Mukti,2014,8,4.3
Nangaon,2014,8,2.4
Narwhal,2014,8,1.3
Ner,2014,8,8.1
Phagne,2014,8,3.9
Purmepada(Pur),2014,8,5.3
Burdi Pada,2014,8,2.2
Chadwel,2014,8,3.3
Charanmal,2014,8,0.7
Dahival,2014,8,5.8
Dusane,2014,8,3.8
Ichhapur,2014,8,5.1
Nizampur,2014,8,3.8
Pimpalner,2014,8,2.3
Sakri,2014,8,7.8
Chimthane,2014,8,7.6
Dangurne,2014,8,6.4
Dondaicha,2014,8,7.6
Methi,2014,8,6.4
Nardana,2014,8,5.2
Shewade,2014,8,0.9
Sindkheda,2014,8,16.9
Boradi,2014,8,7.1
Hadakhed,2014,8,2.6
Hisala,2014,8,17.3
Palasner,2014,8,3.7
Sangivi,2014,8,3.4
Saver,2014,8,3.5
Allapalli,2014,8,7.9
Elchil,2014,8,3.9
Yelgur Tola,2014,8,7.5
Armori,2014,8,2.3
Khondala,2014,8,1.7
Shankarpur,2014,8,3.1
Wadsa,2014,8,2.0
Wairagarh,2014,8,2.4
Ashti,2014,8,3.4
Bori,2014,8,2.4
Chamorshi,2014,8,2.8
Chaudampalli,2014,8,2.0
Chaurampalli,2014,8,5.7
Ghot,2014,8,7.3
Konsari,2014,8,3.1
Lagam,2014,8,8.8
Mulchera,2014,8,6.3
Talodhi Rampur,2014,8,2.9
Chatgaon,2014,8,4.9
Dhanora,2014,8,2.8
Rangi,2014,8,2.6
Itapalli,2014,8,5.8
Medapalli,2014,8,2.4
Gadchiroli,2014,8,2.2
Govindpur,2014,8,3.4
Porla,2014,8,4.9
Chandona Tola,2014,8,2.6
Gowardha,2014,8,2.7
Kurkhera,2014,8,1.5
Uradi,2014,8,1.8
Amgaon,2014,8,0.8
Dahegaon,2014,8,1.2
Kalimati,2014,8,2.1
Arjuni,2014,8,3.8
Bondgaon,2014,8,1.6
Dawwa,2014,8,6.2
Kohemara,2014,8,3.8
Navegaon,2014,8,2.1
Salebardi,2014,8,7.8
Sangadi,2014,8,3.1
Deori,2014,8,1.2
Dongargaon,2014,8,2.4
Dongargaon,2014,8,3.3
Sondad,2014,8,2.1
Wadegaon,2014,8,0.7
Asoli,2014,8,2.9
Datora,2014,8,5.1
Khamari,2014,8,1.7
Rajegaon,2014,8,1.4
Goregaon,2014,8,1.5
Murdoli,2014,8,3.7
Dongargaon,2014,8,1.0
Salekasa,2014,8,2.5
Sategaon-Sakaritola,2014,8,1.6
Navegaon Ii (Khurd),2014,8,1.6
Sarra,2014,8,0.0
Sejgaon,2014,8,1.0
Tiroda,2014,8,2.4
Tiroda,2014,8,1.5
Alegaon (Old),2014,8,9.0
Aral,2014,8,17.4
Babhulgaon,2014,8,7.4
Barashiv,2014,8,4.0
Basmat,2014,8,1.7
Chikhli,2014,8,20.0
Chondi Amba,2014,8,10.7
Churawa,2014,8,14.0
Kautha,2014,8,12.2
Kurundha,2014,8,12.2
Padasugaon,2014,8,16.4
Adgaon,2014,8,3.5
Aundha Nagnayh,2014,8,8.5
Hatta,2014,8,8.0
Hingoli,2014,8,7.4
Hivra,2014,8,5.9
Kanhergaon,2014,8,7.6
Kolsa,2014,8,9.0
Sawad,2014,8,4.1
Bolta,2014,8,9.5
Dongarkada,2014,8,5.6
Jamtrandh,2014,8,6.5
Kalamnuri,2014,8,4.1
Khatta,2014,8,9.2
Umara,2014,8,11.1
Bhusawal (New),2014,8,1.5
Bodwad,2014,8,2.1
Susari-Varangaon,2014,8,6.7
Varangaon,2014,8,13.5
Adgaon,2014,8,2.6
Bodar,2014,8,1.6
Higone,2014,8,9.7
Chopda,2014,8,8.7
Hated Budruk,2014,8,5.0
Dharangaon,2014,8,1.9
Erandol,2014,8,0.8
Kasoda,2014,8,0.4
Pimpalkhede,2014,8,2.2
Pimpalkotha,2014,8,6.7
Kusumbe,2014,8,0.9
Naseerabad,2014,8,15.2
Jamner,2014,8,13.7
Jamner,2014,8,11.6
Neri,2014,8,5.7
Shendurni,2014,8,4.8
Shengola,2014,8,5.2
Vakdi,2014,8,2.0
Mendhoda,2014,8,16.3
Muktai Nagar,2014,8,3.6
Lasgaon,2014,8,11.5
Pachora,2014,8,1.0
Pasardi,2014,8,2.2
Mondhale,2014,8,2.1
Parola,2014,8,2.2
Talwade Kd,2014,8,2.1
Balvadi,2014,8,3.7
Faizpur,2014,8,57.0
Kingaon,2014,8,13.1
Yawal,2014,8,23.7
Ambad,2014,8,4.0
Shahagad,2014,8,5.5
Tirthpuri,2014,8,4.8
Bhokardhan,2014,8,1.8
Longaon,2014,8,11.4
Talegaon,2014,8,7.6
Wakdi,2014,8,2.4
Jafrabad,2014,8,6.9
Badnapur,2014,8,17.0
Bavne Pangri,2014,8,1.6
Chanegaon,2014,8,1.8
Kalegaon,2014,8,9.9
Samangaon,2014,8,8.9
Dahiphal,2014,8,0.3
Mantha,2014,8,2.1
Naygaon,2014,8,5.9
Partur,2014,8,3.5
Shreshti,2014,8,3.0
Talni,2014,8,0.8
Watur,2014,8,10.2
Ajara,2014,8,10.0
Authur,2014,8,0.0
Khanapur-Vita,2014,8,1.5
Murgud,2014,8,0.2
Nitawade,2014,8,6.5
Pimpalgaon,2014,8,0.8
Kanura Khurd,2014,8,4.0
Karve,2014,8,3.0
Naganwadi,2014,8,1.2
Patne,2014,8,6.0
Surute,2014,8,5.0
Gadhinglaj,2014,8,0.0
Halkarne,2014,8,6.7
Nesari,2014,8,0.0
Aslaj,2014,8,4.3
Gagan Bauda,2014,8,5.7
Kirve,2014,8,0.6
Kini Wathar,2014,8,2.2
Shiradwad,2014,8,4.9
Shiroli,2014,8,2.2
Surupali,2014,8,1.2
Cheye,2014,8,1.2
Gokul Shirgaon,2014,8,0.4
Washi,2014,8,3.0
Paijarwadi,2014,8,2.1
Panhala,2014,8,8.9
Khindi Varvade,2014,8,0.0
Radhanagari,2014,8,2.6
Shelewadi,2014,8,0.5
Amba,2014,8,4.6
Shahuwadi,2014,8,3.7
Shelarwadi,2014,8,1.1
Wadicharan,2014,8,0.6
Wadicharan,2014,8,0.7
Ahemadpur,2014,8,6.9
Ashta,2014,8,5.7
Chapoli,2014,8,9.2
Mahalangra,2014,8,13.0
Nalegaon,2014,8,8.4
Patoda,2014,8,3.6
Ausa,2014,8,4.5
Belkund,2014,8,7.0
Bhada,2014,8,6.0
Budhoda,2014,8,9.1
Killari,2014,8,13.8
Lamjana Phata,2014,8,13.7
Borgaon Kale,2014,8,9.0
Latur,2014,8,8.4
Mahapur,2014,8,8.2
Murud,2014,8,1.8
Murud-Akola,2014,8,12.8
Kasar Belkunda,2014,8,9.1
Kasar Sirsi,2014,8,6.3
Kelgaon,2014,8,8.2
Panchincholi,2014,8,4.5
Panderwadi,2014,8,7.2
Rapka,2014,8,6.2
Pangaon,2014,8,4.1
Renapur,2014,8,7.4
Deoni,2014,8,1.6
Jalkot,2014,8,13.8
Mogha,2014,8,3.1
Udgir,2014,8,1.3
Walandi,2014,8,12.5
Bombay (Church Gate),2014,8,1.2
Mahim,2014,8,2.6
A.M.C. Colony,2014,8,4.3
Bhivapur,2014,8,1.6
Nawegaon (Deshmukh),2014,8,4.7
Amgaon,2014,8,0.5
Gumgaon,2014,8,0.8
Hingna,2014,8,0.8
Kanholi Bara,2014,8,0.1
Kanholibara,2014,8,0.8
Sathnaori,2014,8,4.9
Takalghat,2014,8,5.1
Ashti,2014,8,4.1
Bhadangi,2014,8,7.9
Borgaon,2014,8,5.0
Brahmani,2014,8,2.3
Brahmni,2014,8,5.0
Chargaon,2014,8,1.6
Chicholi,2014,8,2.3
Dahegaon,2014,8,0.5
Dhapewada,2014,8,8.5
Dhapewada,2014,8,8.4
Dorli,2014,8,1.9
Ghogli,2014,8,7.4
Ghorad,2014,8,7.3
Gowridw,2014,8,5.9
Gumthala,2014,8,4.2
Kalambi,2014,8,3.3
Kalmeshwar,2014,8,1.7
Kalmeshwar Orfarm,2014,8,4.3
Kalmeshwar Railway,2014,8,7.6
Kalmeshwargh,2014,8,1.9
Kalmeshwargowri,2014,8,5.4
Kalmeshwarne Selu,2014,8,4.6
Ketapar,2014,8,4.0
Khairgaon,2014,8,3.5
Khairy,2014,8,2.9
Khapri,2014,8,6.0
Kohli,2014,8,6.0
Kotwalbardi,2014,8,1.4
Lakholi,2014,8,1.8
Linga,2014,8,3.0
Malegaon,2014,8,1.7
Metpanjara,2014,8,4.6
Nimboli,2014,8,2.1
Pardi,2014,8,2.5
Pardi Deshmukh,2014,8,3.3
Phetri,2014,8,2.4
Pohi,2014,8,4.1
Ramgiri,2014,8,0.2
Raulgaon,2014,8,1.8
Sahuli,2014,8,4.0
Sawangi,2014,8,4.3
Sawangi,2014,8,3.2
Sawangi,2014,8,6.1
Sawli,2014,8,7.4
Sawli Kh,2014,8,9.6
Selu,2014,8,3.8
Sillori,2014,8,6.6
Sonegaon,2014,8,1.1
Sonkhamb,2014,8,0.8
Susndri,2014,8,1.2
Tondakhairi,2014,8,11.7
Ubali,2014,8,8.1
Ubgi,2014,8,1.7
Uparwahi,2014,8,5.6
Wadhona,2014,8,11.3
Wardhamna,2014,8,0.3
Waroda,2014,8,6.1
Waroda,2014,8,5.9
Wasboli,2014,8,0.7
Wathoda,2014,8,4.0
Yerla,2014,8,4.4
Kamptee,2014,8,4.1
Koradi,2014,8,1.3
Chargaon (Punarwasi),2014,8,1.6
Katol,2014,8,0.7
Kondhali,2014,8,6.6
Paradsinga,2014,8,21.9
Ridhora,2014,8,2.4
Sonoli,2014,8,6.8
Mangli,2014,8,5.2
Chacher,2014,8,1.0
Mouda,2014,8,6.2
Borkhedi,2014,8,2.1
Borkhedi,2014,8,2.6
Fetri,2014,8,1.7
Gonkhedi,2014,8,2.8
Nagpur City,2014,8,0.8
Nagpur City,2014,8,7.4
Nagpur City,2014,8,6.7
Nagpur City,2014,8,0.7
Nagpur City,2014,8,1.7
Nagpur City,2014,8,2.8
Nagpur City,2014,8,0.2
Nagpur City,2014,8,1.6
Nagpur City,2014,8,2.7
Nagpur City,2014,8,1.2
Nagpur City,2014,8,7.9
Nagpur City,2014,8,5.0
Nagpur City,2014,8,1.9
Nagpur City,2014,8,3.0
Nagpur City,2014,8,4.0
Nagpur City,2014,8,3.2
Nagpur City,2014,8,1.3
Nagpur City,2014,8,6.7
Nagpur City,2014,8,8.4
Nagpur City,2014,8,2.6
Nagpur City,2014,8,0.8
Nagpur City,2014,8,3.4
Nagpur City,2014,8,3.2
Nagpur City,2014,8,1.8
Nagpur City,2014,8,4.5
Nagpur City,2014,8,1.4
Nagpur City,2014,8,2.3
Nagpur City,2014,8,1.3
Nagpur City,2014,8,0.7
Nagpur City,2014,8,1.4
Nagpur City,2014,8,2.1
Nagpur City,2014,8,1.7
Nagpur City,2014,8,3.7
Nagpur City,2014,8,2.8
Nagpur City,2014,8,4.1
Nagpur City,2014,8,3.6
Nagpur City,2014,8,4.0
Nagpur City,2014,8,3.5
Nagpur City,2014,8,1.9
Nagpur City,2014,8,0.3
Ngpur City,2014,8,3.4
Ngpur City,2014,8,11.0
Ngpur City,2014,8,1.3
Ngpur City,2014,8,2.3
Ngpur City,2014,8,4.1
Ngpur City,2014,8,5.1
Ngpur City,2014,8,2.6
Ngpur City,2014,8,2.0
Ngpur City,2014,8,2.6
Ngpur City,2014,8,0.9
Ngpur City,2014,8,8.4
Ngpur City,2014,8,1.4
Ngpur City,2014,8,3.3
Ngpur City,2014,8,2.3
Ngpur City,2014,8,1.2
Ngpur City,2014,8,1.8
Ngpur City,2014,8,10.7
Ngpur City,2014,8,2.5
Ngpur City,2014,8,1.5
Ngpur City,2014,8,2.3
Ngpur City,2014,8,1.8
Ngpur City,2014,8,6.2
Rui,2014,8,5.4
Jalalkheda,2014,8,6.8
Jamgaon Bk,2014,8,1.7
Lohara,2014,8,0.2
Malapur,2014,8,3.8
Narkhed,2014,8,4.8
Narkhed,2014,8,2.0
Rohna,2014,8,3.0
Rohna,2014,8,5.4
Sawargaon,2014,8,5.5
