village,year,month,depth_meters
Sindhi,2021,1,2.9
Sindhi,2021,1,2.9
Bori (Arab),2021,1,6.8
Darwha,2021,1,3.8
Darwha,2021,1,3.8
Sangwi,2021,1,5.6
Selodi,2021,1,5.4
Arni,2021,1,7.6
Digras,2021,1,4.6
Lonbhel,2021,1,5.3
Mahagaon,2021,1,3.8
Singad,2021,1,11.5
Vai (Lingi),2021,1,4.0
Chatari,2021,1,4.5
Dahegaon,2021,1,3.9
Ghatanji,2021,1,6.0
Ghatanji,2021,1,7.8
Injhala,2021,1,10.7
Kurli,2021,1,5.2
Mowada,2021,1,7.2
Pandhurna,2021,1,2.0
Parwa,2021,1,2.3
Sawli Sadoba,2021,1,7.3
Siroli,2021,1,12.8
Talni,2021,1,4.8
Aamli,2021,1,3.6
Chaparda,2021,1,3.9
Jodmoha,2021,1,5.5
Kalamb,2021,1,9.2
Kotha,2021,1,3.3
Metikheda,2021,1,10.2
Karanji,2021,1,6.2
Khatara,2021,1,5.0
Mohada,2021,1,5.0
Pahapal,2021,1,6.3
Pandharkawada,2021,1,1.3
Pandharkawada,2021,1,5.7
Patan,2021,1,6.2
Rampur,2021,1,5.9
Satpali,2021,1,4.8
Saykheda,2021,1,7.3
Dhanoda,2021,1,10.3
Khadka,2021,1,4.0
Mahagaon,2021,1,12.3
Buranda,2021,1,2.4
Jamni,2021,1,4.3
Mardi,2021,1,5.0
Maregaon,2021,1,10.9
Dhanaj (Manekwada),2021,1,3.1
Dhanaj (Manekwada),2021,1,4.0
Jamwadi,2021,1,2.0
Ladkhed,2021,1,8.3
Mandeo,2021,1,2.5
Mohgaon Kasba,2021,1,7.2
Mojhar,2021,1,1.7
Mojhar,2021,1,7.3
Ner,2021,1,2.5
Ner,2021,1,7.4
Umarda (Nursary),2021,1,5.3
Ghatwadi,2021,1,5.6
Harsi,2021,1,3.1
Pusad,2021,1,3.8
Pimpri Durg,2021,1,5.1
Ralegaon,2021,1,6.9
Wadhona,2021,1,7.6
Zadgaon,2021,1,4.0
Dhanki,2021,1,7.7
Phulsawangi,2021,1,8.9
Umarkhed,2021,1,4.8
Bhadewada,2021,1,1.8
Punwat,2021,1,2.9
Wani,2021,1,10.7
Akolabazar,2021,1,5.8
Akolabazar,2021,1,7.7
Bhari,2021,1,3.4
Kolambi,2021,1,5.0
Madkona,2021,1,5.4
Mangrule,2021,1,3.3
Talegaon,2021,1,1.7
Wadgaon,2021,1,3.3
Yavatmal,2021,1,2.2
Yelbara,2021,1,6.1
Bhandardara,2020,1,4.3
Kalsubai,2020,1,3.0
Kotul,2020,1,12.3
Rajur,2020,1,2.3
Arangaon,2020,1,2.5
Jamkhed,2020,1,8.5
Jamkhed,2020,1,7.1
Bhitkewadi,2020,1,4.3
Kolwadi,2020,1,7.4
Mirajgaon,2020,1,6.4
Mirajgaon,2020,1,9.6
Pategaon,2020,1,7.1
Rassin,2020,1,7.5
Walvad,2020,1,2.6
Kolpewadi,2020,1,1.7
Kopargaon,2020,1,12.2
Loni-Pravara Nagar,2020,1,3.4
Rahata,2020,1,12.0
Arangaon,2020,1,8.5
Chas,2020,1,6.6
Chichondi Patil,2020,1,2.2
Dahigaon,2020,1,3.4
Dehre,2020,1,1.7
Hivre Bazar,2020,1,9.8
Jakhangaon,2020,1,8.3
Karanji,2020,1,8.4
Khadki,2020,1,12.8
Khosepuri,2020,1,0.6
Takle-Kazi,2020,1,7.7
Bhanas Hivre,2020,1,4.0
Ghodegaon,2020,1,6.6
Kokona,2020,1,3.1
Nevasa,2020,1,13.5
Shani Shingnapur,2020,1,4.4
Shirasgaon,2020,1,11.1
Sonai,2020,1,11.3
Wadala Bhairoba,2020,1,4.9
Parner,2020,1,6.3
Ralegaon Siddhi,2020,1,7.2
Supe,2020,1,2.4
Bambori,2020,1,5.0
Devlali,2020,1,1.2
Malharwadi,2020,1,4.4
Rahuri,2020,1,12.0
Ambikhalsa,2020,1,7.2
Bote,2020,1,4.9
Chandanapuri,2020,1,7.7
Kokangaon,2020,1,3.7
Sangamner,2020,1,6.4
Tambhol,2020,1,3.6
Ghotan,2020,1,3.7
Rakshi,2020,1,4.0
Banpimpri,2020,1,8.0
Belvandi (Bk),2020,1,8.8
Chikhale,2020,1,8.9
Ghargaon,2020,1,2.9
Ghogargaon,2020,1,1.8
Shrigonda,2020,1,10.4
Vadegaon Madhe,2020,1,6.8
Babhuleshwar,2020,1,6.9
Khokar,2020,1,3.0
Takli-Bhan,2020,1,9.4
Akola,2020,1,15.1
Borgaon Manju,2020,1,3.8
Majhari,2020,1,4.1
Ugwawadi,2020,1,25.5
Akot,2020,1,13.7
Dhaga Phata,2020,1,33.0
Panaj,2020,1,22.0
Patsul,2020,1,7.6
Popetkheda,2020,1,6.4
Raundala,2020,1,12.9
Andura,2020,1,26.0
Babulkhed,2020,1,21.8
Kanheri Gawali,2020,1,2.9
Ural,2020,1,11.5
Ural (Bk),2020,1,8.2
Wadegaon,2020,1,14.0
Wyala,2020,1,7.2
Barshitakli,2020,1,10.4
Donad,2020,1,8.4
Hatola,2020,1,3.1
Kanheri (Sarap),2020,1,6.2
Mahan,2020,1,7.8
Pinjar,2020,1,3.2
Murtijapur,2020,1,3.9
Murtizapur,2020,1,4.2
Alegaon,2020,1,1.9
Ambashi,2020,1,3.2
Chani,2020,1,5.1
Chikhalwal (Navegaon),2020,1,5.9
Patur,2020,1,1.0
Sasti,2020,1,7.8
Telhara,2020,1,30.0
Kharapi,2020,1,12.1
Pathrot,2020,1,38.1
Amravati,2020,1,4.3
Amravati,2020,1,2.6
Amravati,2020,1,4.2
Amravati,2020,1,2.3
Amravati,2020,1,10.0
Badnera,2020,1,6.1
Lontek,2020,1,13.1
Nandgaon,2020,1,7.6
Pohra,2020,1,2.8
Walgaon,2020,1,5.4
Khirgavhan,2020,1,7.2
Nimbhari,2020,1,4.6
Ashti,2020,1,4.0
Bhatkuli,2020,1,10.2
Brahmanwada,2020,1,15.7
Chandur Bazar,2020,1,26.0
Dilalpur,2020,1,22.3
Ghat Larki,2020,1,20.3
Karajgaon,2020,1,13.7
Paratwada,2020,1,5.4
Sirasgaon (Kasba),2020,1,12.2
Tondgaon,2020,1,21.2
Wishroli,2020,1,10.5
Belteki,2020,1,7.8
Chandur Railway,2020,1,3.8
Devgaon,2020,1,4.0
Shendurjana Khurd,2020,1,5.5
Behali,2020,1,4.1
Chikhaldara,2020,1,2.4
Chunkhedi,2020,1,1.7
Dhamni,2020,1,9.6
Jarida,2020,1,2.0
Khandukheda,2020,1,0.9
Kolkaz,2020,1,6.8
Silona,2020,1,1.0
Wadgaon (Fattepur),2020,1,5.7
Daryapur,2020,1,14.2
Ramgaon,2020,1,34.2
Samda Kasmpur,2020,1,4.0
Shingnapur,2020,1,10.2
Wadner Gangai,2020,1,6.8
Yewada,2020,1,7.5
Bhokarbardi,2020,1,3.9
Dharni,2020,1,9.0
Dhulghat Road,2020,1,11.0
Harisal,2020,1,6.1
Jutpani,2020,1,7.7
Kalamkhar,2020,1,2.3
Lawada,2020,1,1.5
Ashtagaon,2020,1,3.6
Chicholi,2020,1,8.1
Dapori,2020,1,8.2
Hiwarkheda,2020,1,9.6
Khanapur-Vita,2020,1,2.8
Kher,2020,1,5.4
Kolwihir,2020,1,2.9
Moorshin,2020,1,2.2
Pala,2020,1,9.5
Pimpri,2020,1,2.5
Rithpur,2020,1,3.5
Saiwada,2020,1,7.3
Sawarkheda,2020,1,6.3
Yavali,2020,1,6.0
Belora,2020,1,7.7
Nandgaon Khandeshwar,2020,1,4.0
Shivni,2020,1,4.0
Wadala Fatehpur,2020,1,2.7
Anjansingi,2020,1,3.5
Kurha,2020,1,6.1
Mardi,2020,1,4.2
Mozari,2020,1,13.6
Tiwsa,2020,1,3.0
Amner,2020,1,15.5
Benoda,2020,1,6.9
Chandas,2020,1,8.5
Dhanodi,2020,1,8.1
Gadegaon,2020,1,17.6
Jamgaon,2020,1,4.2
Karajgaon,2020,1,5.1
Loni,2020,1,6.8
Temburkheda,2020,1,5.6
Umarkhed,2020,1,10.1
Warud,2020,1,9.9
Ambajogai,2020,1,9.2
Dharmapuri,2020,1,2.4
Kanerwadi,2020,1,3.8
Lokhandi Sawargaon,2020,1,7.0
Parli,2020,1,3.3
Saigaon,2020,1,4.7
Talni,2020,1,3.2
Waguli,2020,1,14.6
Ashti,2020,1,8.2
Dhanora,2020,1,7.7
Doithana,2020,1,3.0
Kasari,2020,1,6.0
Kinhi,2020,1,3.1
Sheri Bu,2020,1,13.0
Waghluj,2020,1,5.4
Aher Wadgaon,2020,1,6.6
Chousala,2020,1,6.2
Chousala,2020,1,10.2
Ghosapuri,2020,1,2.8
Jirewadi,2020,1,8.2
Mauj,2020,1,2.0
Pimpalner,2020,1,6.1
Georai,2020,1,2.2
Kapildhar,2020,1,3.3
Kolegaon,2020,1,5.0
Nagjhera,2020,1,5.1
Shirsadevi,2020,1,6.7
Tintarvani,2020,1,4.4
Umapur,2020,1,4.8
Dharur,2020,1,10.2
Kalegaon,2020,1,11.5
Kumbhephal,2020,1,3.8
Nandur Phata,2020,1,12.5
Wadwani,2020,1,2.5
Dindrur,2020,1,12.9
Sirsala,2020,1,6.0
Telgaon,2020,1,3.0
Anandgaon,2020,1,1.8
Daskhed,2020,1,11.9
Dongar Kini,2020,1,10.0
Manur,2020,1,5.1
Naygaon,2020,1,2.4
Pareli,2020,1,2.1
Patoda,2020,1,6.2
Pimpalwandi,2020,1,3.4
Sautada,2020,1,0.9
Sirur,2020,1,14.2
Ambadi,2020,1,2.5
Bhandara,2020,1,4.7
Daodipar Khapa,2020,1,2.1
Dhargaon,2020,1,10.3
Kharbi,2020,1,12.0
Pagora,2020,1,11.4
Palari,2020,1,4.0
Lakhandur,2020,1,4.2
Lakhandur,2020,1,3.4
Madgi,2020,1,2.8
Palandur,2020,1,5.8
Dahegaon,2020,1,5.3
Dahegaon,2020,1,4.0
Jamb,2020,1,5.4
Koka (Kokha),2020,1,7.6
Tumsar Khapa,2020,1,3.6
Varti,2020,1,3.2
Warthi,2020,1,1.7
Adyal,2020,1,2.2
Ajgaon,2020,1,19.2
Kawalewada,2020,1,6.3
Konda Kosara,2020,1,4.8
Nilaj,2020,1,8.2
Pauni,2020,1,3.1
Ekodi,2020,1,8.0
Jamnapur,2020,1,9.7
Lakhani,2020,1,9.2
Masal,2020,1,3.2
Murmadi,2020,1,4.1
Pitjhari,2020,1,5.0
Sakoli,2020,1,6.6
Sakra,2020,1,4.2
Chicholi,2020,1,4.0
Gaymukh,2020,1,3.5
Gobarwahi,2020,1,3.1
Khair Langi,2020,1,4.9
Landejhari,2020,1,6.6
Paunarkhairi,2020,1,2.3
Sihora,2020,1,3.5
Dhad,2020,1,3.1
Hatedi,2020,1,2.1
Padali,2020,1,5.4
Sailani,2020,1,7.1
Amdapur,2020,1,5.8
Chikhli,2020,1,5.5
Dongaar Sheoli,2020,1,7.0
Dongar Khandala,2020,1,5.2
Karwand,2020,1,1.4
Kelwad,2020,1,2.3
Undri,2020,1,5.0
Deolgaon Mahi,2020,1,3.4
Deolgaon Raja,2020,1,2.6
Mera Khurd,2020,1,6.5
Mera Khurd,2020,1,8.7
Sindkhed Raja,2020,1,2.6
Jalgaonjamodnew,2020,1,9.4
Jamod,2020,1,15.7
Khandvi,2020,1,10.4
Sungaon,2020,1,9.9
Ambe Takli,2020,1,3.7
Atali,2020,1,3.7
Garadgaon,2020,1,0.9
Godhnapur,2020,1,2.8
Khamgaon,2020,1,2.4
Lokhanda,2020,1,5.1
Nandri,2020,1,8.1
Pimpalgaon Raja,2020,1,12.9
Rohna,2020,1,6.6
Lonar,2020,1,4.3
Sultanpur,2020,1,1.8
Wadgaon Tejan,2020,1,3.0
Waghul,2020,1,3.9
Deolgaon (Sakarsha),2020,1,5.3
Dongaon,2020,1,4.0
Janephal,2020,1,3.4
Loni,2020,1,4.6
Mehkar,2020,1,10.0
Naygaon,2020,1,5.0
Warwand,2020,1,0.7
Dhamangaon,2020,1,3.2
Motala,2020,1,2.7
Motala,2020,1,1.8
Pimpalgaon Devi,2020,1,3.7
Rohankhed,2020,1,10.2
Ubalkhed,2020,1,6.0
Dighi,2020,1,15.1
Tarvadi,2020,1,2.4
Paturda,2020,1,10.0
Rudhana,2020,1,12.1
Sonalanew,2020,1,25.2
Tunki,2020,1,12.5
Warwat Bakhal,2020,1,12.0
Jalamb,2020,1,3.3
Kalkheda,2020,1,24.0
Kolori,2020,1,4.3
Pahurjira,2020,1,3.1
Shegaon,2020,1,3.5
Kingaon Raja,2020,1,3.4
Malkapur Pangra,2020,1,4.3
Malkapur Pangra,2020,1,4.4
Savkhed Tejan,2020,1,5.3
Bhandak,2020,1,4.9
Chora,2020,1,1.5
Mahurli,2020,1,1.6
Mangli,2020,1,5.0
Musad Visapur,2020,1,9.0
Shergaon Khurd,2020,1,3.7
Brahmapuri,2020,1,2.4
Mendki,2020,1,2.7
Tumdi Menda,2020,1,2.8
Agarjhari,2020,1,9.0
Ballarsha,2020,1,7.0
Chandrapur,2020,1,8.9
Chichpalli,2020,1,4.9
Kothari,2020,1,7.0
Morwa,2020,1,5.9
Nandegur,2020,1,6.1
Padmapur,2020,1,2.5
Tadali,2020,1,1.4
Chimur,2020,1,3.8
Jambhulghat,2020,1,2.6
Kawadsi,2020,1,5.2
Shankarpur,2020,1,5.3
Aksapur,2020,1,4.0
Bhimni,2020,1,2.6
Dabha,2020,1,2.0
Gondpimpri,2020,1,5.4
Navegaon,2020,1,2.3
Navegaon More,2020,1,3.3
Pombhurna,2020,1,4.2
Watarna,2020,1,1.0
Mul,2020,1,6.0
Rajoli Tukkum,2020,1,1.6
Saoli,2020,1,1.9
Sawali,2020,1,1.6
Wihar Khurd,2020,1,2.2
Balapur (Bk),2020,1,2.1
Mohadi Mokasa,2020,1,3.8
Nagbhid,2020,1,2.9
Nagbhid,2020,1,3.3
Sawargaon,2020,1,3.8
Awarpur,2020,1,4.4
Chandanvahi,2020,1,3.5
Gadchandur,2020,1,2.8
Gadegaon,2020,1,1.8
Jivati,2020,1,3.4
Kalmana,2020,1,5.4
Patan,2020,1,4.5
Rajura,2020,1,4.2
Sondo,2020,1,4.9
Warur Road,2020,1,3.1
Wirur,2020,1,3.7
Alesur,2020,1,3.2
Meha Bk,2020,1,5.2
Niphandra,2020,1,2.1
Sakhri,2020,1,5.3
Tambegadi Mendha,2020,1,6.0
Barwha,2020,1,3.7
Chargaon,2020,1,4.1
Chargaon,2020,1,4.9
Madheri,2020,1,3.8
Ralegaon,2020,1,11.1
Rampur,2020,1,3.5
Salori,2020,1,3.9
Wahangaon,2020,1,5.8
Wandli,2020,1,4.2
Warora,2020,1,4.2
Aurangabad,2020,1,4.7
Aurangabad,2020,1,2.4
Aurangabad,2020,1,5.7
City,2020,1,5.3
Chauka,2020,1,3.4
Panchakki,2020,1,5.0
Patri,2020,1,1.7
Shendra,2020,1,10.2
Bangla,2020,1,14.5
Gangapur,2020,1,2.8
Warkhed,2020,1,3.5
Devgaon,2020,1,7.8
Hatnur,2020,1,7.6
Kannad,2020,1,6.5
Kinnal,2020,1,5.5
Khultabad,2020,1,10.4
Khultabad,2020,1,12.0
Dawarwadi,2020,1,6.5
Pachud,2020,1,5.1
Taherpur,2020,1,6.8
Aalandh,2020,1,11.5
Ajanta,2020,1,2.0
Bharadi,2020,1,8.3
Budruk,2020,1,6.5
Kaigaon,2020,1,3.4
Sillod,2020,1,1.4
Fardapur,2020,1,8.8
Tanda,2020,1,2.9
Soyegaon,2020,1,4.9
Garaj,2020,1,5.4
Rotegaon,2020,1,6.6
Tunki,2020,1,5.5
Vaijapur,2020,1,5.1
Waghalgaon,2020,1,4.2
Bhoom,2020,1,6.5
It,2020,1,6.2
Pathrud,2020,1,2.5
Wakwad,2020,1,2.0
Washi,2020,1,4.4
Govindpur,2020,1,3.3
Itkur,2020,1,12.2
Kalamb,2020,1,6.9
Shiradhon,2020,1,3.2
Yermala,2020,1,9.1
Babhalsur,2020,1,9.9
Chakur,2020,1,5.0
Lohara Buzurg,2020,1,2.5
Makni,2020,1,8.7
Pethsangavi,2020,1,3.9
Turori,2020,1,1.8
Umerga,2020,1,3.5
Chilvadi,2020,1,4.5
Dhoki,2020,1,9.7
Dhorala,2020,1,5.9
Karajkheda,2020,1,4.2
Osmanabad,2020,1,9.9
Sancha,2020,1,3.3
Takiwiki,2020,1,6.0
Ter,2020,1,6.6
Vadgaon Siddheswar,2020,1,4.4
Yedshi,2020,1,5.2
Anala,2020,1,8.6
Kukadgaon,2020,1,4.8
Paranda,2020,1,10.0
Pimpalwandi,2020,1,6.9
Sonari,2020,1,4.2
Andur,2020,1,3.2
Gandora,2020,1,6.9
Jalkot,2020,1,7.6
Mouje Barul,2020,1,6.0
Sarola,2020,1,3.6
Savargaon,2020,1,4.7
Tuljapur,2020,1,5.0
Ajnale,2020,1,2.6
Avdhan,2020,1,4.9
Borkund,2020,1,3.6
Dhule,2020,1,6.5
Kusumba,2020,1,6.2
Laling,2020,1,5.4
Mukti,2020,1,4.2
Nangaon,2020,1,5.7
Narwhal,2020,1,5.4
Ner,2020,1,12.0
Phagne,2020,1,3.2
Purmepada(Pur),2020,1,3.6
Sarvad,2020,1,6.7
Burdi Pada,2020,1,4.8
Chadwel,2020,1,12.1
Charanmal,2020,1,0.8
Dahival,2020,1,9.0
Dhamnar,2020,1,6.0
Dusane,2020,1,9.4
Ichhapur,2020,1,4.5
Malpur,2020,1,7.3
Nizampur,2020,1,3.9
Pimpalner,2020,1,2.6
Sakri,2020,1,9.0
Chimthane,2020,1,11.0
Dangurne,2020,1,3.5
Dhavda,2020,1,8.2
Dondaicha,2020,1,7.4
Methi,2020,1,10.4
Nardana,2020,1,5.7
Shewade,2020,1,8.7
Sindkheda,2020,1,17.0
Boradi,2020,1,3.3
Hadakhed,2020,1,4.0
Hisala,2020,1,20.9
Palasner,2020,1,8.4
Samaryapada,2020,1,2.9
Sangivi,2020,1,4.9
Saver,2020,1,4.4
Allapalli,2020,1,6.7
Elchil,2020,1,4.1
Govindgaon,2020,1,4.6
Nandigaon,2020,1,5.3
Repanpalli,2020,1,7.1
Timiram,2020,1,5.1
Umanur,2020,1,7.6
Yelgur Tola,2020,1,5.0
Armori,2020,1,1.3
Delanwadi,2020,1,1.7
Khondala,2020,1,1.8
Shankarpur,2020,1,3.0
Vihirgaon Kukdi,2020,1,4.2
Wadsa,2020,1,3.1
Wairagarh,2020,1,4.3
Ashti,2020,1,3.3
Bori,2020,1,1.8
Chamorshi,2020,1,1.4
Chaudampalli,2020,1,1.8
Chaurampalli,2020,1,4.6
Ghot,2020,1,5.4
Konsari,2020,1,1.7
Lagam,2020,1,5.0
Mulchera,2020,1,4.3
Talodhi Rampur,2020,1,2.7
Chatgaon,2020,1,4.1
Dhanora,2020,1,4.1
Rangi,2020,1,3.8
Itapalli,2020,1,6.3
Gadchiroli,2020,1,4.0
Govindpur,2020,1,4.0
Maregaon,2020,1,3.4
Porla,2020,1,3.1
Chandona Tola,2020,1,2.5
Gowardha,2020,1,3.2
Kurkhera,2020,1,2.2
Sonsari,2020,1,2.8
Uradi,2020,1,1.7
Bamni,2020,1,3.4
Amgaon,2020,1,1.3
Dahegaon,2020,1,1.2
Kalimati,2020,1,6.0
Arjuni,2020,1,5.1
Bondgaon,2020,1,4.4
Dawwa,2020,1,8.8
Dhabetekdi,2020,1,3.1
Kohemara,2020,1,7.0
Navegaon,2020,1,3.9
Salebardi,2020,1,11.4
Sangadi,2020,1,7.4
Deori,2020,1,2.6
Dongargaon,2020,1,12.9
Dongargaon,2020,1,13.3
Sondad,2020,1,3.0
Wadegaon,2020,1,2.3
Asoli,2020,1,6.2
Datora,2020,1,9.6
Khamari,2020,1,6.0
Rajegaon,2020,1,5.0
Goregaon,2020,1,3.1
Murdoli,2020,1,3.9
Dongargaon,2020,1,8.5
Sategaon-Sakaritola,2020,1,3.7
Navegaon Ii (Khurd),2020,1,5.9
Sarra,2020,1,3.0
Sejgaon,2020,1,4.0
Tiroda,2020,1,5.9
Tiroda,2020,1,4.1
Alegaon (Old),2020,1,7.3
Aral,2020,1,13.4
Babhulgaon,2020,1,6.3
Barashiv,2020,1,6.0
Basmat Shivar,2020,1,6.4
Chikhli,2020,1,7.6
Chondi Amba,2020,1,6.8
Churawa,2020,1,12.4
Kautha,2020,1,11.7
Kurundha,2020,1,5.3
Padasugaon,2020,1,6.4
Sengaon,2020,1,9.4
Vai Gorakhnath,2020,1,9.2
Adgaon,2020,1,5.2
Aundha Nagnayh,2020,1,5.9
Hatta,2020,1,4.5
Hingoli,2020,1,4.4
Hivra,2020,1,3.0
Kanhergaon,2020,1,8.1
Kolsa,2020,1,7.0
Narsi,2020,1,7.1
Sawad,2020,1,3.0
Balapur Akhada,2020,1,4.7
Bolta,2020,1,5.9
Dongarkada,2020,1,4.7
Jamtrandh,2020,1,4.7
Kalamnuri,2020,1,4.9
Khatta,2020,1,9.1
Salwa,2020,1,3.6
Toha,2020,1,7.3
Umara,2020,1,1.9
Amalner,2020,1,3.7
Nimjhari,2020,1,9.2
Bhadgaon,2020,1,7.2
Bhusawal (New),2020,1,5.1
Bodwad,2020,1,3.5
Jamthi,2020,1,3.9
Susari-Varangaon,2020,1,9.7
Adgaon,2020,1,1.7
Bodar,2020,1,3.9
Chopda,2020,1,14.0
Hated Budruk,2020,1,9.5
Dharangaon,2020,1,1.8
Erandol,2020,1,2.7
Kasoda,2020,1,2.5
Pimpalkhede,2020,1,1.5
Pimpalkotha,2020,1,7.4
Jalgaon,2020,1,1.2
Jalgaon,2020,1,0.4
Jalgaon,2020,1,4.0
Jalgaon,2020,1,2.7
Jalgaon,2020,1,2.1
Kusumbe,2020,1,7.2
Naseerabad,2020,1,14.1
Jamner,2020,1,3.5
Jamner,2020,1,9.5
Kekat Nimbhora,2020,1,5.5
Neri,2020,1,4.7
Shendurni,2020,1,4.2
Shengola,2020,1,2.5
Vakdi,2020,1,3.5
Mendhoda,2020,1,7.1
Muktai Nagar,2020,1,1.5
Narvel,2020,1,25.0
Sirsala,2020,1,4.9
Vichve,2020,1,2.1
Lasgaon,2020,1,8.7
Pachora,2020,1,1.4
Pasardi,2020,1,3.1
Varkhedi,2020,1,2.0
Mondhale,2020,1,2.3
Parola,2020,1,3.2
Talwade Kd,2020,1,3.3
Balvadi,2020,1,7.5
Khanapur-Vita,2020,1,11.0
Khiroda,2020,1,26.0
Raver,2020,1,14.7
Vivra,2020,1,31.1
Dangarda,2020,1,2.5
Faizpur,2020,1,53.4
Kingaon,2020,1,13.8
Sakli,2020,1,27.6
Sangvi Bk,2020,1,26.0
Waghijhira,2020,1,16.5
Yawal,2020,1,30.7
Ambad,2020,1,2.2
Bondalpuri,2020,1,6.3
Dungaon,2020,1,3.3
Gansawangi,2020,1,2.6
Shirner,2020,1,5.8
Sukhapuri,2020,1,4.0
Tirthpuri,2020,1,4.5
Wadigodri,2020,1,5.5
Banegaon,2020,1,7.5
Baranjala Lokhande,2020,1,1.9
Bhokardhan,2020,1,1.4
Danapur,2020,1,4.6
Hasnabad,2020,1,11.7
Khandala,2020,1,0.8
Longaon,2020,1,7.0
Malkheda,2020,1,4.5
Pimpalgaon Renukai,2020,1,2.1
Rajur,2020,1,4.0
Siphora,2020,1,0.3
Talegaon,2020,1,3.3
Wadhona,2020,1,9.5
Wakdi,2020,1,3.5
Jafrabad,2020,1,7.5
Tembhurni,2020,1,8.5
Warud,2020,1,5.3
Badnapur,2020,1,8.8
Bavne Pangri,2020,1,1.4
Chanegaon,2020,1,1.5
Gondegaon,2020,1,11.4
Jalna,2020,1,7.6
Kalegaon,2020,1,5.5
Navha,2020,1,3.8
Pokhari Shindhkhed,2020,1,2.3
Samangaon,2020,1,5.1
Utavad,2020,1,6.4
Yenora-Dhanora,2020,1,5.8
Dahiphal,2020,1,1.6
Dhoksal,2020,1,9.2
Dhoksal,2020,1,2.9
Mantha,2020,1,2.5
Partur,2020,1,5.4
Shreshti,2020,1,4.5
Talni,2020,1,2.0
Watur,2020,1,9.5
Ajara,2020,1,9.6
Authur,2020,1,0.7
Madlgi Budrukh,2020,1,4.0
Murgud,2020,1,1.0
Nitawade,2020,1,9.0
Pimpalgaon,2020,1,1.9
Kanura Khurd,2020,1,4.6
Karve,2020,1,6.6
Naganwadi,2020,1,4.5
Patne,2020,1,7.2
Shirgaon,2020,1,8.1
Surute,2020,1,6.7
Gadhinglaj,2020,1,2.1
Halkarne,2020,1,4.2
Nesari,2020,1,0.7
Aslaj,2020,1,7.8
Gagan Bauda,2020,1,10.6
Kirve,2020,1,0.9
Partangale,2020,1,1.6
Kini Wathar,2020,1,6.0
Pargaon (Old),2020,1,3.5
Shiradwad,2020,1,7.0
Shiroli,2020,1,5.0
Kagal,2020,1,3.5
Surupali,2020,1,1.8
Cheye,2020,1,1.6
Gokul Shirgaon,2020,1,1.3
Khupire,2020,1,1.0
Washi,2020,1,2.8
Paijarwadi,2020,1,1.4
Panhala,2020,1,9.9
Khindi Varvade,2020,1,2.8
Radhanagari,2020,1,6.1
Shelewadi,2020,1,3.9
Solankur,2020,1,0.8
Amba,2020,1,4.5
Shelarwadi,2020,1,4.8
Wadicharan,2020,1,1.9
Shirol,2020,1,2.8
Ahemadpur,2020,1,8.8
Ashta,2020,1,6.5
Chapoli,2020,1,7.4
Kendrewadi,2020,1,3.7
Kingaon,2020,1,1.9
Mahalangra,2020,1,4.6
Nalegaon,2020,1,9.4
Patoda,2020,1,3.9
Rudha,2020,1,5.8
Shirur Tajbandh,2020,1,8.8
Ausa,2020,1,4.3
Belkund,2020,1,11.1
Bhada,2020,1,4.7
Budhoda,2020,1,8.3
Chakur,2020,1,5.0
Lamjana Phata,2020,1,12.9
Matola,2020,1,3.8
Samdarga,2020,1,5.2
Borgaon Kale,2020,1,8.1
Latur,2020,1,6.2
Latur,2020,1,8.3
Mahapur,2020,1,10.3
Murud,2020,1,1.7
Murud-Akola,2020,1,10.9
Kasar Belkunda,2020,1,9.5
Kasar Sirsi,2020,1,9.6
Kelgaon,2020,1,6.8
Nilanga,2020,1,4.4
Panchincholi,2020,1,5.0
Panderwadi,2020,1,3.6
Rapka,2020,1,6.9
Pangaon,2020,1,2.2
Renapur,2020,1,11.5
Deoni,2020,1,2.9
Jalkot,2020,1,2.3
Mogha,2020,1,2.7
Narsingwadi,2020,1,15.1
Udgir,2020,1,1.3
Walandi,2020,1,14.7
Bombay (Church Gate),2020,1,1.8
Colaba (Dandi),2020,1,3.9
Colaba (Dandi),2020,1,3.1
Mahim,2020,1,0.8
Mazgaon,2020,1,6.0
Varli,2020,1,1.8
A.M.C. Colony,2020,1,8.6
Agarwadi,2020,1,3.0
Amboli,2020,1,2.7
Chembur,2020,1,2.2
Dahisar,2020,1,6.7
Film City-Habale Pada,2020,1,1.1
Gorai,2020,1,3.0
Goregaon,2020,1,1.6
Laxminagar-Mahul,2020,1,0.8
Madh,2020,1,1.2
Malvani,2020,1,5.7
Manori,2020,1,1.1
Mulund,2020,1,3.0
Ranicha Bagh,2020,1,5.3
Trombay,2020,1,2.9
Vakola,2020,1,2.9
Vile Parle West,2020,1,3.5
Bhivapur,2020,1,7.6
Nawegaon (Deshmukh),2020,1,5.3
Amgaon,2020,1,3.8
Gumgaon,2020,1,8.4
Hingna,2020,1,5.0
Kanholi Bara,2020,1,6.3
Kanholibara,2020,1,4.8
Mohgaon Zelpi,2020,1,5.9
Satgaon,2020,1,4.1
Sathnaori,2020,1,10.4
Takalghat,2020,1,7.4
Ashti,2020,1,5.4
Dhapewada,2020,1,11.1
Kalmeshwar,2020,1,2.6
Khairgaon,2020,1,4.2
Khapri,2020,1,6.4
Kohli,2020,1,6.0
Linga,2020,1,3.7
